Date,Close,Prediction
2021-05-21,28.58,27.499014
2021-05-24,29.129999,29.543318
2021-05-25,29.379999,29.135384
2021-05-26,31.57,30.520346
2021-05-27,32.389999,30.372915
2021-05-28,32.130001,31.222416
2021-06-01,34.599998,30.893997
2021-06-02,35.0,33.368645
2021-06-03,35.950001,35.395996
2021-06-04,37.110001,36.919945
2021-06-07,38.360001,37.368725
2021-06-08,39.650002,39.746582
2021-06-09,38.07,39.775494
2021-06-10,38.610001,39.177906
2021-06-11,41.5,37.66757
2021-06-14,42.599998,39.31602
2021-06-15,40.169998,40.78153
2021-06-16,41.029999,38.767715
2021-06-17,44.240002,38.320625
2021-06-18,45.23,42.10906
2021-06-21,43.630001,43.14741
2021-06-22,39.990002,41.025566
2021-06-23,41.610001,38.157055
2021-06-24,40.950001,38.72667
2021-06-25,42.16,39.53108
2021-06-28,45.310001,38.007687
2021-06-29,44.32,39.40441
2021-06-30,44.419998,40.799835
2021-07-01,43.66,40.802933
2021-07-02,43.740002,41.36134
2021-07-06,44.049999,41.6203
2021-07-07,41.470001,41.272766
2021-07-08,40.0,38.78834
2021-07-09,39.919998,36.092747
2021-07-12,39.799999,36.66748
2021-07-13,39.189999,37.196144
2021-07-14,37.77,35.795246
2021-07-15,38.509998,34.270348
2021-07-16,39.029999,35.238743
2021-07-19,39.720001,36.7334
2021-07-20,40.759998,37.11147
2021-07-21,43.869999,37.635582
2021-07-22,43.27,39.11706
2021-07-23,41.0,40.055904
2021-07-26,40.75,38.01792
2021-07-27,34.763401,38.039104
