Date,Close,Prediction
2018-03-05,333.350006,335.5428
2018-03-06,328.200012,332.21628
2018-03-07,332.299988,328.66232
2018-03-08,329.100006,326.4579
2018-03-09,327.170013,324.67496
2018-03-12,345.51001,323.12277
2018-03-13,341.839996,325.32782
2018-03-14,326.630005,328.0394
2018-03-15,325.600006,327.7857
2018-03-16,321.350006,326.19934
2018-03-19,313.559998,323.5419
2018-03-20,310.549988,319.5221
2018-03-21,316.529999,315.15445
2018-03-22,309.100006,312.538
2018-03-23,301.540009,309.8289
2018-03-26,304.179993,306.30765
2018-03-27,279.179993,303.61865
2018-03-28,257.779999,297.34152
2018-03-29,266.130005,287.0161
2018-04-02,252.479996,278.3783
2018-04-03,267.529999,269.63217
2018-04-04,286.940002,265.18045
2018-04-05,305.720001,266.84854
2018-04-06,299.299988,274.28397
2018-04-09,289.660004,281.82507
2018-04-10,304.700012,286.39325
2018-04-11,300.929993,291.49365
2018-04-12,294.079987,295.0785
2018-04-13,300.339996,296.05972
2018-04-16,291.209991,296.7719
2018-04-17,287.690002,295.48242
2018-04-18,293.350006,292.89954
2018-04-19,300.079987,291.18246
2018-04-20,290.23999,291.29633
2018-04-23,283.369995,290.4081
2018-04-24,283.459991,288.07312
2018-04-25,280.690002,285.56796
2018-04-26,285.480011,282.9512
2018-04-27,294.079987,281.638
2018-04-30,293.899994,282.66626
2018-05-01,299.920013,284.50937
2018-05-02,301.149994,287.48416
2018-05-03,284.450012,290.62375
2018-05-04,294.089996,290.28326
2018-05-07,302.769989,290.24725
2018-05-08,301.970001,291.81302
2018-05-09,306.850006,293.60724
2018-05-10,305.019989,296.04755
2018-05-11,301.059998,297.96097
2018-05-14,291.970001,298.5759
2018-05-15,284.179993,296.87546
2018-05-16,286.480011,293.09674
2018-05-17,284.540009,289.51608
2018-05-18,276.820007,286.3115
2018-05-21,284.48999,282.51868
2018-05-22,275.01001,280.5796
2018-05-23,279.070007,278.13284
2018-05-24,277.850006,276.71375
2018-05-25,278.850006,275.80557
2018-05-29,283.76001,275.50842
2018-05-30,291.720001,276.4282
2018-05-31,284.730011,279.1325
2018-06-01,291.820007,280.88174
2018-06-04,296.73999,283.18442
