Date,Prediction,Close
2020-06-12,85.12988807791729,84.13309478759766
2020-06-15,85.11427793958745,85.173583984375
2020-06-16,84.78855086532354,87.4308853149414
2020-06-17,86.56425879233173,87.3092041015625
2020-06-18,87.22690212804048,87.34397888183594
2020-06-19,87.36300118305928,86.84483337402344
2020-06-22,87.10570018701739,89.11702728271484
2020-06-23,88.49399698317876,91.01920318603516
2020-06-24,90.08272961364736,89.41253662109375
2020-06-25,89.89695626352275,90.59953308105467
2020-06-26,90.65103426819866,87.81578826904297
2020-06-29,89.02218279360414,89.83965301513672
2020-06-30,89.94890806143162,90.589599609375
2020-07-01,90.2022129211449,90.41825103759766
2020-07-02,90.46481585317086,90.41825103759766
2020-07-06,90.47270017311224,92.8369598388672
2020-07-07,92.04043044092826,92.54888916015624
2020-07-08,92.54763752525068,94.7043685913086
2020-07-09,94.07425542690895,95.11164093017578
2020-07-10,94.82644653512394,95.27801513671876
2020-07-13,95.19326184791296,94.83847045898438
2020-07-14,95.0357256963465,96.40789794921876
2020-07-15,95.99993890581068,97.07093048095705
2020-07-16,96.73476877255146,95.87647247314452
2020-07-17,96.35081227804969,95.68277740478516
2020-07-20,96.14607132681483,97.69918823242188
2020-07-21,97.09526531005524,96.3507843017578
2020-07-22,96.64423240263318,96.62145233154295
2020-07-23,96.909198357089,92.2235870361328
2020-07-24,94.53193653241509,91.99512481689452
2020-07-27,93.39144751836426,94.17543029785156
2020-07-28,93.5259663246941,92.62836456298828
2020-07-29,92.98487437726376,94.40389251708984
2020-07-30,94.13084626303247,95.54620361328124
2020-07-31,94.9231233340195,105.5488052368164
2020-08-03,102.08223215477157,108.20838928222656
2020-08-04,106.51806326561488,108.93101501464844
2020-08-05,108.4742963545965,109.32585144042967
2020-08-06,109.11148430115117,113.14015197753906
2020-08-07,111.82391950098376,110.56783294677734
2020-08-10,111.13751164119691,112.17491149902344
2020-08-11,112.35440770999631,108.83883666992188
2020-08-12,110.24573732395527,112.45602416992188
2020-08-13,111.93517255296976,114.44621276855467
2020-08-14,113.36711843791916,114.34422302246094
2020-08-17,114.26878237922168,114.04568481445312
2020-08-18,114.23366578101836,114.99600982666016
2020-08-19,114.75718538742197,115.14029693603516
2020-08-20,115.01629090100292,117.6952133178711
2020-08-21,116.83107165822504,123.76033782958984
2020-08-24,121.45229809815345,125.24053955078124
2020-08-25,124.27818573247838,124.21310424804688
2020-08-26,124.45387493116667,125.90228271484376
2020-08-27,125.5287997105639,124.39720153808594
2020-08-28,124.88782771812967,124.19569396972656
2020-08-31,124.75234965694911,128.40744018554688
2020-09-01,127.10986516353147,133.52224731445312
2020-09-02,131.60354289089676,130.75587463378906
2020-09-03,131.31343213537045,120.28743743896484
2020-09-04,126.67790460776332,120.36705017089844
2020-09-08,123.641128008929,112.26695251464844
2020-09-09,116.63344193782122,116.74488830566406
2020-09-10,117.46083101775955,112.93367004394533
