Date,Open,High,Low,Close,Adj Close,Volume
2010-10-11,138.789993,139.940002,138.639999,139.660004,97.898521,4004300
2010-10-12,138.399994,139.990005,138.270004,139.850006,98.031708,5637300
2010-10-13,139.910004,141.479996,139.779999,140.369995,98.396217,8784300
2010-10-14,140.350006,141.500000,139.690002,141.500000,99.188316,5653100
2010-10-15,142.100006,142.100006,140.539993,141.059998,98.879852,7220400
2010-10-18,140.899994,143.029999,140.839996,142.830002,100.120605,10322700
2010-10-19,137.300003,139.339996,136.699997,138.029999,96.755943,14159100
2010-10-20,138.279999,139.869995,138.130005,139.070007,97.484917,6945500
2010-10-21,139.809998,140.490005,138.399994,139.830002,98.017670,6221200
2010-10-22,140.149994,140.750000,139.460007,139.669998,97.905533,4105300
2010-10-25,140.419998,141.399994,139.809998,139.839996,98.024651,4870000
2010-10-26,139.289993,142.000000,138.529999,140.669998,98.606483,7327100
2010-10-27,139.520004,141.570007,139.000000,141.429993,99.139236,6465300
2010-10-28,141.839996,141.949997,140.419998,140.899994,98.767708,5481600
2010-10-29,140.899994,144.000000,140.750000,143.600006,100.660355,8439300
2010-11-01,143.639999,144.259995,142.320007,143.320007,100.464088,5674600
2010-11-02,143.850006,144.710007,143.710007,143.839996,100.828583,4626400
2010-11-03,144.240005,144.460007,142.630005,144.169998,101.059921,5182100
2010-11-04,144.820007,146.839996,144.710007,146.789993,102.896492,6622500
2010-11-05,145.940002,146.929993,145.669998,146.919998,102.987595,4995800
2010-11-08,145.350006,146.580002,145.250000,146.460007,103.121376,4459700
2010-11-09,146.699997,147.529999,145.630005,146.139999,102.896057,5700600
2010-11-10,146.089996,146.789993,145.630005,146.550003,103.184769,5172000
2010-11-11,144.699997,145.500000,143.350006,145.429993,102.396156,4752200
2010-11-12,144.589996,145.770004,143.550003,143.740005,101.206261,4731500
2010-11-15,143.889999,144.750000,143.270004,143.639999,101.135857,3827700
2010-11-16,142.929993,143.380005,141.179993,142.240005,100.150131,6342100
2010-11-17,142.490005,142.490005,141.389999,141.949997,99.945938,4785900
2010-11-18,143.039993,144.990005,142.750000,144.360001,101.642784,4236200
2010-11-19,144.380005,145.350006,143.990005,145.050003,102.128601,5015900
2010-11-22,144.000000,145.429993,143.559998,145.389999,102.367981,3730700
2010-11-23,144.240005,144.529999,142.330002,143.179993,100.811958,4570300
2010-11-24,143.949997,146.440002,143.820007,145.809998,102.663734,4874100
2010-11-26,145.300003,145.300003,143.570007,143.899994,101.318878,2081300
2010-11-29,143.529999,143.669998,141.500000,142.889999,100.607780,5040300
2010-11-30,142.240005,142.759995,141.279999,141.460007,99.600952,7674800
2010-12-01,143.610001,145.130005,143.509995,144.410004,101.678009,6822800
2010-12-02,144.330002,145.850006,144.300003,145.179993,102.220146,5374000
2010-12-03,144.250000,145.679993,144.250000,145.380005,102.360985,3710600
2010-12-06,144.539993,145.869995,144.520004,144.990005,102.086365,3321800
2010-12-07,146.020004,146.300003,143.869995,144.020004,101.403397,4828600
2010-12-08,144.350006,145.649994,143.839996,144.979996,102.079346,4961400
2010-12-09,145.940002,145.940002,143.520004,144.300003,101.600555,4405300
2010-12-10,144.880005,144.949997,143.729996,144.820007,101.966660,3503800
2010-12-13,145.139999,145.399994,144.210007,144.279999,101.586464,4741000
2010-12-14,144.259995,146.009995,144.259995,145.820007,102.670784,4800800
2010-12-15,145.130005,145.720001,144.309998,144.720001,101.896271,4447400
2010-12-16,144.839996,145.320007,144.149994,144.550003,101.776573,4178600
2010-12-17,144.690002,145.500000,144.399994,145.000000,102.093430,10027000
2010-12-20,145.389999,145.539993,144.389999,144.509995,101.748383,3995000
2010-12-21,144.990005,145.990005,144.330002,145.740005,102.614426,3777100
2010-12-22,145.660004,146.399994,145.580002,145.949997,102.762291,3388800
2010-12-23,145.889999,146.330002,145.330002,145.889999,102.720062,2424500
2010-12-27,145.119995,145.699997,145.000000,145.339996,102.332802,2314700
2010-12-28,145.309998,146.149994,145.059998,145.710007,102.593338,2699600
2010-12-29,146.000000,147.500000,145.710007,146.520004,103.163635,3661100
2010-12-30,146.360001,147.110001,146.250000,146.669998,103.269241,3039100
2010-12-31,146.729996,147.070007,145.960007,146.759995,103.332611,2969800
2011-01-03,147.210007,148.199997,147.139999,147.479996,103.839554,4603800
2011-01-04,147.559998,148.220001,146.639999,147.639999,103.952209,5060100
