Date,Close,Prediction
2020-06-12,121.910004,118.00118646628485
2020-06-15,121.650002,117.99237159110399
2020-06-16,125.150002,117.98355737440824
2020-06-17,124.150002,117.9747438161484
2020-06-18,124.160004,117.96593091627531
2020-06-19,122.470001,117.95711867473976
2020-06-22,121.07,117.9483070914926
2020-06-23,119.410004,117.93949616648462
2020-06-24,116.41999799999999,117.93068589966668
2020-06-25,119.029999,117.9218762909896
2020-06-26,117.190002,117.91306734040421
2020-06-29,119.75,117.90425904786136
2020-06-30,120.769997,117.89545141331187
2020-07-01,118.540001,117.88664443670663
2020-07-02,119.699997,117.87783811799646
2020-07-06,120.190002,117.86903245713222
2020-07-07,117.58000200000001,117.86022745406476
2020-07-08,117.709999,117.85142310874495
2020-07-09,115.709999,117.84261942112366
2020-07-10,118.349998,117.83381639115176
2020-07-13,119.199997,117.8250140187801
2020-07-14,120.599998,117.81621230395957
2020-07-15,123.0,117.80741124664107
2020-07-16,124.010002,117.79861084677546
2020-07-17,125.110001,117.78981110431363
2020-07-20,126.370003,117.78101201920647
2020-07-21,126.059998,117.77221359140488
2020-07-22,128.669998,117.76341582085976
2020-07-23,127.33000200000001,117.754618707522
2020-07-24,125.790001,117.74582225134252
2020-07-27,126.209999,117.73702645227223
2020-07-28,124.470001,117.72823131026203
2020-07-29,125.32,117.71943682526283
2020-07-30,122.900002,117.71064299722558
2020-07-31,122.940002,117.70184982610118
2020-08-03,124.309998,117.69305731184058
2020-08-04,125.839996,117.68426545439468
2020-08-05,125.449997,117.67547425371443
2020-08-06,126.120003,117.66668370975077
2020-08-07,124.959999,117.65789382245464
2020-08-10,127.110001,117.64910459177699
2020-08-11,126.75,117.64031601766877
2020-08-12,126.699997,117.63152810008093
2020-08-13,125.029999,117.62274083896442
2020-08-14,125.269997,117.61395423427021
2020-08-17,124.440002,117.60516828594926
2020-08-18,124.91999799999999,117.59638299395255
2020-08-19,123.839996,117.58759835823103
2020-08-20,123.150002,117.57881437873569
2020-08-21,123.160004,117.5700310554175
2020-08-24,125.68,117.56124838822745
2020-08-25,124.639999,117.55246637711653
2020-08-26,124.16999799999999,117.54368502203573
2020-08-27,124.650002,117.53490432293603
2020-08-28,125.07,117.52612427976842
2020-08-31,123.309998,117.51734489248393
2020-09-01,123.400002,117.50856616103356
2020-09-02,128.179993,117.49978808536828
2020-09-03,124.449997,117.49101066543915
2020-09-04,122.300003,117.48223390119716
2020-09-08,121.209999,117.47345779259334
2020-09-09,122.260002,117.4646823395787
2020-09-10,120.559998,117.45590754210427
2020-09-11,121.459999,117.44713340012109
2020-09-14,122.089996,117.43835991358019
2020-09-15,122.440002,117.4295870824326
2020-09-16,124.220001,117.42081490662936
2020-09-17,124.91999799999999,117.41204338612154
2020-09-18,122.760002,117.40327252086016
2020-09-21,120.25,117.39450231079627
2020-09-22,120.510002,117.38573275588094
2020-09-23,118.83000200000001,117.37696385606523
2020-09-24,118.089996,117.36819561130021
2020-09-25,118.949997,117.35942802153693
2020-09-28,121.730003,117.35066108672646
2020-09-29,120.940002,117.34189480681988
2020-09-30,121.66999799999999,117.33312918176827
2020-10-01,121.089996,117.3243642115227
2020-10-02,120.57,117.31559989603429
2020-10-05,122.010002,117.30683623525408
2020-10-06,121.970001,117.2980732291332
2020-10-07,124.07,117.28931087762271
2020-10-08,131.490005,117.28054918067375
2020-10-09,127.790001,117.2717881382374
2020-10-12,127.209999,117.26302775026477
2020-10-13,125.099998,117.25426801670696
2020-10-14,125.940002,117.24550893751511
2020-10-15,124.889999,117.23675051264031
2020-10-16,125.93,117.2279927420337
2020-10-19,125.519997,117.2192356256464
2020-10-20,117.370003,117.21047916342955
2020-10-21,115.059998,117.20172335533427
2020-10-22,115.760002,117.19296820131169
2020-10-23,116.0,117.18421370131294
2020-10-26,112.220001,117.1754598552892
2020-10-27,110.559998,117.16670666319159
2020-10-28,106.650002,117.15795412497127
2020-10-29,108.910004,117.1492022405794
2020-10-30,111.660004,117.14045100996712
2020-11-02,112.910004,117.13170043308561
2020-11-03,114.160004,117.12295050988602
2020-11-04,111.900002,117.11420124031953
2020-11-05,114.769997,117.1054526243373
2020-11-06,114.040001,117.09670466189053
2020-11-09,115.529999,117.08795735293037
2020-11-10,117.910004,117.07921069740803
2020-11-11,117.199997,117.07046469527468
2020-11-12,114.5,117.06171934648151
2020-11-13,116.849998,117.05297465097972
2020-11-16,118.360001,117.04423060872053
2020-11-17,117.699997,117.0354872196551
2020-11-18,116.769997,117.02674448373466
2020-11-19,117.18,117.01800240091042
2020-11-20,116.940002,117.00926097113359
2020-11-23,120.089996,117.00052019435537
2020-11-24,124.41999799999999,116.991780070527
2020-11-25,124.199997,116.9830405995997
2020-11-27,124.349998,116.9743017815247
2020-11-30,123.519997,116.96556361625322
2020-12-01,123.160004,116.9568261037365
2020-12-02,124.620003,116.94808924392578
2020-12-03,123.610001,116.93935303677229
2020-12-04,127.199997,116.9306174822273
2020-12-07,124.699997,116.92188258024204
2020-12-08,125.709999,116.91314833076777
2020-12-09,126.790001,116.90441473375574
2020-12-10,124.959999,116.89568178915721
2020-12-11,124.269997,116.88694949692345
2020-12-14,123.529999,116.87821785700574
2020-12-15,125.93,116.86948686935531
2020-12-16,125.550003,116.86075653392348
2020-12-17,125.550003,116.8520268506615
2020-12-18,125.849998,116.84329781952067
2020-12-21,123.389999,116.83456944045226
2020-12-22,123.610001,116.82584171340757
2020-12-23,123.900002,116.81711463833788
2020-12-24,124.690002,116.8083882151945
2020-12-28,124.82,116.79966244392872
2020-12-29,123.800003,116.79093732449185
2020-12-30,124.339996,116.7822128568352
2020-12-31,125.879997,116.77348904091006
2021-01-04,123.940002,116.76476587666778
2021-01-05,126.139999,116.75604336405966
2021-01-06,129.28999299999998,116.74732150303701
2021-01-07,128.990005,116.73860029355119
2021-01-08,128.529999,116.72987973555348
2021-01-11,128.580002,116.72115982899525
2021-01-12,129.21000700000002,116.71244057382782
2021-01-13,126.91999799999999,116.70372197000255
2021-01-14,128.970001,116.69500401747075
2021-01-15,128.389999,116.6862867161838
2021-01-19,129.020004,116.67757006609303
2021-01-20,130.080002,116.66885406714981
2021-01-21,131.649994,116.66013871930548
2021-01-22,118.610001,116.65142402251142
2021-01-25,118.58000200000001,116.64270997671899
2021-01-26,122.489998,116.63399658187956
2021-01-27,122.470001,116.62528383794448
2021-01-28,120.08000200000001,116.61657174486517
2021-01-29,119.110001,116.60786030259297
2021-02-01,120.540001,116.59914951107929
2021-02-02,119.440002,116.59043937027549
2021-02-03,119.120003,116.581729880133
2021-02-04,121.019997,116.57302104060318
2021-02-05,121.790001,116.56431285163744
2021-02-08,123.610001,116.55560531318719
2021-02-09,122.099998,116.54689842520382
2021-02-10,122.239998,116.53819218763876
2021-02-11,120.910004,116.5294866004434
2021-02-12,120.800003,116.52078166356917
