Date,Close,Prediction
2019-05-17,128.070007,133.84802
2019-05-20,126.220001,134.09868
2019-05-21,126.900002,134.21095
2019-05-22,127.66999799999999,134.30771
2019-05-23,126.18,134.4543
2019-05-24,126.239998,134.47812
2019-05-28,126.160004,134.44594
2019-05-29,124.940002,134.37953
2019-05-30,125.730003,134.19167
2019-05-31,123.68,134.03119
2019-06-03,119.839996,133.71202
2019-06-04,123.160004,132.99895
2019-06-05,125.83000200000001,132.45018
2019-06-06,127.82,132.26276
2019-06-07,131.399994,132.4518
2019-06-10,132.600006,133.13777
2019-06-11,132.100006,134.12175
2019-06-12,131.490005,135.12854
2019-06-13,132.320007,136.00697
2019-06-14,132.449997,136.81851
2019-06-17,132.850006,137.53389
2019-06-18,135.16000400000001,138.17332
2019-06-19,135.690002,138.92465
2019-06-20,136.949997,139.71046
2019-06-21,136.970001,140.55913
2019-06-24,137.779999,141.36601
2019-06-25,133.429993,142.1551
2019-06-26,133.929993,142.47496
2019-06-27,134.149994,142.58353
2019-06-28,133.96000700000002,142.59068
2019-07-01,135.679993,142.52773
2019-07-02,136.580002,142.58986
2019-07-03,137.46000700000002,142.78766
2019-07-05,137.059998,143.11624
2019-07-08,136.96000700000002,143.44661
2019-07-09,136.46000700000002,143.74252
2019-07-10,137.850006,143.95073
2019-07-11,138.399994,144.22192
2019-07-12,138.899994,144.54718
2019-07-15,138.899994,144.91608
2019-07-16,137.080002,145.27461
2019-07-17,136.270004,145.43413
2019-07-18,136.419998,145.41049
2019-07-19,136.619995,145.30986
2019-07-22,138.429993,145.19537
2019-07-23,139.28999299999998,145.24557
2019-07-24,140.720001,145.44836
2019-07-25,140.190002,145.83897
2019-07-26,141.33999599999999,146.24135
2019-07-29,141.029999,146.72044
2019-07-30,140.350006,147.16595
2019-07-31,136.270004,147.49593
2019-08-01,138.059998,147.37428
2019-08-02,136.899994,147.20364
2019-08-05,132.21000700000002,146.91107
2019-08-06,134.690002,146.16493
2019-08-07,135.279999,145.48668
2019-08-08,138.889999,144.9451
2019-08-09,137.71000700000002,144.84378
2019-08-12,135.78999299999998,144.86217
2019-08-13,138.600006,144.77415
2019-08-14,133.979996,144.89665
2019-08-15,133.679993,144.69278
2019-08-16,136.130005,144.32628
2019-08-19,138.41000400000001,144.12602
2019-08-20,137.259995,144.22487
2019-08-21,138.78999299999998,144.3602
2019-08-22,137.779999,144.64467
2019-08-23,133.389999,144.88565
2019-08-26,135.449997,144.6932
2019-08-27,135.740005,144.49149
2019-08-28,135.559998,144.31972
2019-08-29,138.119995,144.16154
2019-08-30,137.860001,144.25461
2019-09-03,136.03999299999998,144.43813
2019-09-04,137.630005,144.49124
2019-09-05,140.050003,144.62076
2019-09-06,139.100006,144.98961
2019-09-09,137.520004,145.35757
2019-09-10,136.080002,145.55565
2019-09-11,136.119995,145.52455
2019-09-12,137.520004,145.38518
2019-09-13,137.320007,145.32658
2019-09-16,136.330002,145.29234
2019-09-17,137.389999,145.18637
2019-09-18,138.520004,145.15106
2019-09-19,141.070007,145.25294
2019-09-20,139.440002,145.64235
2019-09-23,139.139999,145.99283
2019-09-24,137.380005,146.27231
2019-09-25,139.360001,146.3336
2019-09-26,139.53999299999998,146.45975
2019-09-27,137.729996,146.61731
2019-09-30,139.029999,146.61543
2019-10-01,137.070007,146.65419
2019-10-02,134.649994,146.53018
2019-10-03,136.279999,146.12288
2019-10-04,138.119995,145.75792
2019-10-07,137.119995,145.605
2019-10-08,135.669998,145.47995
2019-10-09,138.240005,145.25449
2019-10-10,139.100006,145.23157
2019-10-11,139.679993,145.38345
2019-10-14,139.550003,145.66246
2019-10-15,141.570007,145.96991
2019-10-16,140.41000400000001,146.44695
2019-10-17,139.690002,146.8594
2019-10-18,137.41000400000001,147.14256
2019-10-21,138.429993,147.13196
2019-10-22,136.369995,147.06908
2019-10-23,137.240005,146.79565
2019-10-24,139.940002,146.52235
2019-10-25,140.729996,146.5114
2019-10-28,144.190002,146.69943
2019-10-29,142.830002,147.28287
2019-10-30,144.610001,147.88725
2019-10-31,143.369995,148.61526
2019-11-01,143.720001,149.22626
2019-11-04,144.550003,149.75967
2019-11-05,144.46000700000002,150.27928
2019-11-06,144.059998,150.73578
2019-11-07,144.259995,151.08508
2019-11-08,145.96000700000002,151.3684
2019-11-11,146.110001,151.74477
2019-11-12,147.070007,152.14433
2019-11-13,147.309998,152.60767
2019-11-14,148.059998,153.08223
2019-11-15,149.970001,153.58827
2019-11-18,150.33999599999999,154.23509
2019-11-19,150.389999,154.92482
2019-11-20,149.619995,155.58063
2019-11-21,149.479996,156.09326
2019-11-22,149.58999599999999,156.4782
2019-11-25,151.229996,156.77423
2019-11-26,152.029999,157.14517
2019-11-27,152.320007,157.58821
2019-11-29,151.380005,158.05373
2019-12-02,149.550003,158.406
2019-12-03,149.309998,158.51004
2019-12-04,149.850006,158.46298
2019-12-05,149.929993,158.39108
2019-12-06,151.75,158.31796
2019-12-09,151.360001,158.41367
2019-12-10,151.130005,158.54662
2019-12-11,151.699997,158.66919
2019-12-12,153.240005,158.8278
2019-12-13,154.529999,159.1265
2019-12-16,155.529999,159.58066
2019-12-17,154.690002,160.15994
2019-12-18,154.369995,160.67456
2019-12-19,155.71000700000002,161.08604
2019-12-20,157.41000400000001,161.52908
2019-12-23,157.41000400000001,162.09572
2019-12-24,157.380005,162.66998
2019-12-26,158.669998,163.19609
2019-12-27,158.96000700000002,163.7667
2019-12-30,157.58999599999999,164.33095
2019-12-31,157.699997,164.71985
2020-01-02,160.619995,165.00058
2020-01-03,158.619995,165.46068
2020-01-06,159.029999,165.78264
2020-01-07,157.580002,166.05174
2020-01-08,160.08999599999999,166.1392
2020-01-09,162.08999599999999,166.35587
2020-01-10,161.33999599999999,166.78728
2020-01-13,163.279999,167.21695
2020-01-14,162.130005,167.78497
2020-01-15,163.179993,168.26355
2020-01-16,166.169998,168.7532
2020-01-17,167.100006,169.46666
2020-01-21,166.5,170.30203
2020-01-22,165.699997,171.06996
2020-01-23,166.720001,171.66779
2020-01-24,165.03999299999998,172.21985
2020-01-27,162.279999,172.54607
2020-01-28,165.46000700000002,172.49103
2020-01-29,168.03999299999998,172.5404
2020-01-30,172.779999,172.85318
2020-01-31,170.229996,173.6838
2020-02-03,174.380005,174.45982
2020-02-04,180.119995,175.52054
2020-02-05,179.899994,177.1212
2020-02-06,183.630005,178.8096
2020-02-07,183.889999,180.7239
2020-02-10,188.699997,182.58682
2020-02-11,184.440002,184.67964
2020-02-12,184.71000700000002,186.30276
2020-02-13,183.71000700000002,187.58792
2020-02-14,185.350006,188.49623
2020-02-18,187.229996,189.28159
2020-02-19,187.279999,190.09161
2020-02-20,184.419998,190.83784
2020-02-21,178.58999599999999,191.2355
2020-02-24,170.889999,190.92505
2020-02-25,168.070007,189.63632
2020-02-26,170.169998,187.7543
2020-02-27,158.179993,185.93312
2020-02-28,162.009995,183.23264
2020-03-02,172.78999299999998,180.72008
2020-03-03,164.509995,179.45532
2020-03-04,170.550003,178.15465
2020-03-05,166.270004,177.53052
2020-03-06,161.570007,176.89636
2020-03-09,150.619995,175.91737
2020-03-10,160.919998,173.89522
2020-03-11,153.630005,172.47847
2020-03-12,139.059998,170.79366
2020-03-13,158.830002,167.85567
2020-03-16,135.419998,166.35344
2020-03-17,146.570007,163.53624
2020-03-18,140.399994,161.38849
2020-03-19,142.71000700000002,159.16298
2020-03-20,137.350006,157.32333
2020-03-23,135.979996,155.34927
2020-03-24,148.33999599999999,153.37341
2020-03-25,146.919998,152.67583
2020-03-26,156.110001,152.52196
2020-03-27,149.699997,153.4932
2020-03-30,160.229996,154.35027
2020-03-31,157.71000700000002,156.03978
2020-04-01,152.110001,157.7404
2020-04-02,155.259995,158.80736
2020-04-03,153.830002,159.75533
2020-04-06,165.270004,160.41586
2020-04-07,163.490005,161.8969
2020-04-08,165.130005,163.4646
2020-04-09,165.139999,165.09546
2020-04-13,165.509995,166.60912
2020-04-14,173.699997,167.96234
2020-04-15,171.880005,169.84027
2020-04-16,177.03999299999998,171.62413
2020-04-17,178.600006,173.66974
2020-04-20,175.059998,175.78253
2020-04-21,167.820007,177.42279
2020-04-22,173.520004,178.05296
2020-04-23,171.419998,178.64948
2020-04-24,174.550003,178.96242
2020-04-27,174.050003,179.39262
