Date,Prediction,Close
2019-05-17,125.66758855986869,125.299995
2019-05-20,125.43116104957329,123.49000500000001
2019-05-21,124.53894566373815,124.155304
2019-05-22,124.30188653825086,124.90863799999998
2019-05-23,124.7666535956872,123.45086699999999
2019-05-24,123.93582587596975,123.50956699999999
2019-05-28,123.80467330252303,123.43130500000001
2019-05-29,123.45327690379446,122.23768600000001
2019-05-30,122.82898759448844,123.010597
2019-05-31,122.98270198389164,121.004944
2019-06-03,121.75725030489524,117.247993
2019-06-04,119.47508443120125,120.49618500000001
2019-06-05,120.0966668066772,123.10843700000001
2019-06-06,122.62829926028388,125.05538899999999
2019-06-07,124.71316659273056,128.557953
2019-06-10,127.966051888448,129.732025
2019-06-11,129.43618110634077,129.24281299999998
2019-06-12,129.33557370568022,128.646027
2019-06-13,129.03105371195826,129.458069
2019-06-14,129.40169843348357,129.585251
2019-06-17,129.5467180701601,129.976608
2019-06-18,129.90741187117305,132.236633
2019-06-19,131.83929037285344,132.75518799999998
2019-06-20,132.63093169766228,133.987885
2019-06-21,133.77247316563722,134.007477
2019-06-24,133.99667092194764,134.799957
2019-06-25,134.66643186385284,130.544037
2019-06-26,132.38515700952877,131.033249
2019-06-27,131.81193442753374,131.248459
2019-06-28,131.19148792312666,131.062592
2019-07-01,131.10538887890746,132.74539199999998
2019-07-02,132.4846729093546,133.6259
2019-07-03,133.405457136254,134.48689299999998
2019-07-05,134.33341538177146,134.095535
2019-07-08,134.1657460256441,133.997711
2019-07-09,134.13374941907722,133.508514
2019-07-10,133.76553781499285,134.868484
2019-07-11,134.72160919903013,135.40657
2019-07-12,135.27084508606438,135.89573700000003
2019-07-15,135.8115906707648,135.89573700000003
2019-07-16,135.89207518729924,134.115097
2019-07-17,134.96970198410946,133.322647
2019-07-18,134.0750613609046,133.469391
2019-07-19,133.59671341522028,133.66503899999998
2019-07-22,133.6321015846681,135.43588300000002
2019-07-23,135.12850001006893,136.277313
2019-07-24,136.07564803478408,137.676376
2019-07-25,137.44355659556803,137.157837
2019-07-26,137.25232101542863,138.282959
2019-07-29,138.18569574052478,137.979691
2019-07-30,138.03351067368249,137.314392
2019-07-31,137.6987836240591,133.322647
2019-08-01,135.39097260731393,135.07389799999999
2019-08-02,135.30051945317283,133.938995
2019-08-05,134.13931737025953,129.350449
2019-08-06,131.80769602912204,131.77681
2019-08-07,131.9130326470278,132.354004
2019-08-08,132.21199449817905,135.885956
2019-08-09,135.26594826046798,134.731506
2019-08-12,134.91785551052982,132.852997
2019-08-13,133.9950631642626,135.602249
2019-08-14,135.36700846708274,131.518661
2019-08-15,132.7408942494373,131.224167
2019-08-16,132.19944628510268,133.629166
2019-08-19,133.26033058620786,135.867294
2019-08-20,135.4776075798905,134.738419
2019-08-21,134.9242722351612,136.240295
2019-08-22,136.14707595073924,135.24884
2019-08-23,135.42282866598111,130.93948400000002
2019-08-26,133.23143639835226,132.961655
2019-08-27,133.2007213703555,133.246323
2019-08-28,133.14244112532478,133.069611
2019-08-29,133.10343564247722,135.582581
2019-08-30,135.18118730568716,135.327377
2019-09-03,135.29555055378464,133.540802
2019-09-04,134.4571225128413,135.10159299999998
2019-09-05,134.9017609996629,137.477158
2019-09-06,137.06264008875013,136.544586
2019-09-09,136.72041056232732,134.993637
2019-09-10,135.93272714742494,133.58007800000001
2019-09-11,134.55987805617096,133.619324
2019-09-12,133.9163739484296,134.993637
2019-09-13,134.7616914760686,134.797302
2019-09-16,134.80261959490196,133.82548500000001
2019-09-17,134.3365092593754,134.865997
2019-09-18,134.83722268747275,135.97525
2019-09-19,135.7704521942254,138.478409
2019-09-20,138.04284307845154,136.878342
2019-09-23,137.14986778674947,136.583862
2019-09-24,137.05052907198757,134.856216
2019-09-25,135.75282981561264,136.79981999999998
2019-09-26,136.71248250347483,136.976501
2019-09-27,136.90937562228268,135.19975300000002
2019-09-30,136.00879973057874,136.475876
2019-10-01,136.38786802542887,134.55191000000002
2019-10-02,135.12392726334696,132.176331
2019-10-03,133.704825123631,133.776413
2019-10-04,133.71174450720684,135.582581
2019-10-07,135.2425030852365,134.600967
2019-10-08,134.7827851768887,133.177612
2019-10-09,134.06263711218574,135.700409
2019-10-10,135.5028676222747,136.544586
2019-10-11,136.33207895360198,137.11393700000002
2019-10-14,136.99760603032536,136.986313
2019-10-15,137.00472353230228,138.969238
2019-10-16,138.6512102221365,137.83053600000002
2019-10-17,138.05017639828793,137.123764
2019-10-18,137.6813790571804,134.885635
2019-10-21,136.11609961539392,135.886902
2019-10-22,136.00103683009584,133.86476100000002
2019-10-23,134.55209826002056,134.718796
2019-10-24,134.855723246677,137.369171
2019-10-25,136.90047382690085,138.144653
2019-10-28,137.94957310250422,141.541107
2019-10-29,140.94044230430197,140.20606999999998
2019-10-30,140.45855041097718,141.9534
2019-10-31,141.84638737255764,140.73613
2019-11-01,140.96811649902648,141.07974199999998
2019-11-04,141.22838164337458,141.894485
2019-11-05,141.75213717580914,141.806152
2019-11-06,141.79608784390769,141.413467
2019-11-07,141.62188941377428,141.609802
2019-11-08,141.62353329634453,143.278595
2019-11-11,142.9883990112443,143.425797
2019-11-12,143.37029343412715,144.368195
2019-11-13,144.20296990700717,144.60379
2019-11-14,144.5438577405351,145.339981
2019-11-15,145.20977408375322,147.21490500000002
2019-11-18,146.88577813690046,147.578125
2019-11-19,147.48823553430688,147.627197
2019-11-20,147.60948486911403,147.371078
2019-11-21,147.48150247251675,147.2332
2019-11-22,147.352232638033,147.341553
2019-11-25,147.3319176958404,148.956894
2019-11-26,148.68016244141708,149.74487299999998
2019-11-27,149.5535926203424,150.030518
2019-11-29,149.95553164052296,149.104645
2019-12-02,149.47334160502632,147.30213899999998
2019-12-03,148.36370686821695,147.06575
2019-12-04,147.5270354809116,147.597626
2019-12-05,147.54896883459267,147.676453
2019-12-06,147.64731769565375,149.469101
2019-12-09,149.16461664047236,149.084946
2019-12-10,149.13242384908293,148.85841399999998
2019-12-11,149.04411746946118,149.41983000000002
