Date,Prediction,Close
2019-04-08,27.59574012796032,27.663591
2019-04-09,27.658992623705338,27.39805
2019-04-10,27.45898971223424,27.568756
2019-04-11,27.566445810761547,27.568756
2019-04-12,27.574426601665547,28.611948
2019-04-15,28.50448872982853,28.298988
2019-04-16,28.317389408845628,28.336924
2019-04-17,28.340407951917655,28.479179
2019-04-18,28.46242217762777,28.479179
2019-04-22,28.48390450138896,28.498142
2019-04-23,28.49618862026567,28.517113
2019-04-24,28.51378385978265,28.469692
2019-04-25,28.479552626202366,28.526598
2019-04-26,28.524438381427206,28.78265
2019-04-29,28.752191924799583,29.180965
2019-04-30,29.114341187842232,29.000776
2019-05-01,29.022120239043428,28.697302
2019-05-02,28.719853209527646,28.924906
2019-05-03,28.93108233021799,29.124062
2019-05-06,29.091495539845898,28.896454
2019-05-07,28.923215050993004,28.374863
2019-05-08,28.421608726072513,28.261053
2019-05-09,28.27030471245951,28.175701
2019-05-10,28.174547539012554,28.052418
2019-05-13,28.060144276262353,26.791103
2019-05-14,26.80690414662367,27.141994
2019-05-15,27.12703748604958,26.829037
2019-05-16,26.866822943653464,27.113544
2019-05-17,27.14155217638803,26.933353
2019-05-20,26.959050159024248,26.933353
2019-05-21,26.934162878003633,27.208378
2019-05-22,27.18004765833929,27.018709
2019-05-23,27.049185194198568,26.326408
2019-05-24,26.32641401959213,26.724718
2019-05-28,26.725615609853048,26.459175
2019-05-29,26.49724610410797,26.316921
2019-05-30,26.31947268105947,25.757391
2019-05-31,25.75848242269379,25.226311
2019-06-03,25.242945849383293,25.302179
2019-06-04,25.301577258689917,26.478144
2019-06-05,26.354101719016846,26.468658
2019-06-06,26.51231782881062,26.583076
2019-06-07,26.57195155124626,26.249359
2019-06-10,26.324068400443846,26.76424
2019-06-11,26.7296371255363,26.926327
2019-06-12,26.887059415764696,26.649822
2019-06-13,26.6931550073943,26.640289
2019-06-14,26.643510879160544,26.735634
2019-06-17,26.726515135029167,26.630753
2019-06-18,26.648635368450584,27.288656
2019-06-19,27.222601517279188,27.002609
2019-06-20,27.030221671398238,26.954937
2019-06-21,26.953954465915654,26.811916
2019-06-24,26.810979244338235,26.678425
2019-06-25,26.682245214612163,26.468662
2019-06-26,26.483229707724078,26.611681
2019-06-27,26.604557454986992,26.897728
2019-06-28,26.86800704523142,27.650978
2019-07-01,27.56619619866062,28.051441
2019-07-02,27.94703214219527,27.794001
2019-07-03,27.83271173374355,27.698648
2019-07-05,27.702703637872233,27.898882
2019-07-08,27.884535511977614,27.841675
2019-07-09,27.841272421352375,27.984695
2019-07-10,27.97047404639866,27.670048
2019-07-11,27.73029543121497,27.994234
2019-07-12,28.00383226384013,28.080046
2019-07-15,28.05817076264887,27.860746
2019-07-16,27.90690109880904,27.641441
2019-07-17,27.65006260988443,27.832142
2019-07-18,27.820952129991355,28.10865
2019-07-19,28.063258077948873,28.032372
2019-07-22,28.030107779402464,28.194462
2019-07-23,28.182559044651835,28.842833
2019-07-24,28.766135109420894,29.243292
2019-07-25,29.154870074004627,28.928642
2019-07-26,28.977680729857727,29.338644
2019-07-29,29.31830224293577,29.100271
2019-07-30,29.123666761244312,29.45306
2019-07-31,29.42625264841839,29.252827
2019-08-01,29.269705587464404,28.118185
2019-08-02,28.127644980084288,28.0133
2019-08-05,28.05822144459742,26.773775
2019-08-06,26.789865995668926,27.09796
2019-08-07,27.096077378265132,26.592611
2019-08-08,26.65857399541847,27.059816
2019-08-09,27.10112371359796,27.012146
2019-08-12,27.082993691659844,26.35424
2019-08-13,26.363014064034335,26.430519
2019-08-14,26.43340173136909,25.190992
2019-08-15,25.439199284967586,25.028902
2019-08-16,25.00591525531694,25.772621
2019-08-19,25.704344183676653,26.001457
2019-08-20,25.946843630342823,25.477039
2019-08-21,25.58040677711449,25.677269
2019-08-22,25.674273567581416,25.925177
2019-08-23,25.886690182400265,25.238668
2019-08-26,25.38896775991618,25.53425
2019-08-27,25.522213845754088,25.238668
2019-08-28,25.2804990121727,25.600994
2019-08-29,25.58780151256705,26.058662
2019-08-30,25.987018624218106,26.230291
2019-09-03,26.184572660734744,25.791689
2019-09-04,25.88399840877814,26.211222
2019-09-05,26.240122391843837,26.98863
2019-09-06,26.85407109379881,26.614321
2019-09-09,26.657367653183737,27.478113
2019-09-10,27.40485076937442,28.169144
2019-09-11,28.062856377606124,28.274719
2019-09-12,28.248692116724598,28.476267
2019-09-13,28.455736843637908,28.956152
2019-09-16,28.903373476774885,28.917761
2019-09-17,28.985458039826526,28.735403
