Date,Close,Prediction
2020-12-09,121.77999877929688,124.55978012149315
2020-12-10,123.23999786376952,124.73982285353658
2020-12-11,122.41000366210938,124.920125825164
2020-12-14,121.77999877929688,125.10068941253414
2020-12-15,127.87999725341795,125.28151399234939
2020-12-16,127.80999755859376,125.46259994185668
2020-12-17,128.69999694824222,125.6439476388482
2020-12-18,126.66000366210938,125.82555746166224
2020-12-21,128.22999572753906,126.00742978918393
2020-12-22,131.8800048828125,126.18956500084604
2020-12-23,130.96000671386722,126.37196347662983
2020-12-24,131.97000122070312,126.55462559706577
2020-12-28,136.69000244140622,126.73755174323433
2020-12-29,134.8699951171875,126.92074229676686
2020-12-30,133.72000122070312,127.10419763984632
2020-12-31,132.69000244140622,127.28791815520806
2021-01-04,129.41000366210938,127.47190422614068
2021-01-05,131.00999450683594,127.65615623648678
2021-01-06,126.5999984741211,127.84067457064377
2021-01-07,130.91999816894528,128.02545961356472
2021-01-08,132.05000305175778,128.21051175075908
2021-01-11,128.97999572753906,128.39583136829356
2021-01-12,128.80000305175778,128.58141885279286
2021-01-13,130.88999938964844,128.76727459144058
2021-01-14,128.91000366210938,128.9533989719799
2021-01-15,127.13999938964844,129.13979238271455
2021-01-19,127.83000183105469,129.32645521250942
2021-01-20,132.02999877929688,129.51338785079156
2021-01-21,136.8699951171875,129.70059068755086
2021-01-22,139.07000732421878,129.8880641133409
2021-01-25,142.9199981689453,130.07580851927986
2021-01-26,143.16000366210938,130.2638242970512
2021-01-27,142.05999755859375,130.45211183890453
2021-01-28,137.08999633789062,130.64067153765643
2021-01-29,131.96000671386722,130.82950378669128
2021-02-01,134.13999938964844,131.01860897996207
2021-02-02,134.99000549316406,131.20798751199123
2021-02-03,133.94000244140622,131.3976397778714
2021-02-04,137.38999938964844,131.5875661732664
2021-02-05,136.75999450683594,131.77776709441181
2021-02-08,136.91000366210938,131.9682429381161
2021-02-09,136.00999450683594,132.15899410176118
2021-02-10,135.38999938964844,132.35002098330338
2021-02-11,135.1300048828125,132.5413239812743
2021-02-12,135.3699951171875,132.7329034947815
2021-02-16,133.19000244140622,132.92475992350953
2021-02-17,130.83999633789062,133.11689366772057
2021-02-18,129.71000671386722,133.30930512825537
2021-02-19,129.8699951171875,133.5019947065341
2021-02-22,126.0,133.69496280455715
2021-02-23,125.86000061035156,133.8882098249059
2021-02-24,125.3499984741211,134.0817361707438
2021-02-25,120.98999786376952,134.2755422458168
2021-02-26,121.26000213623048,134.46962845445472
2021-03-01,127.79000091552734,134.66399520157157
2021-03-02,125.12000274658205,134.85864289266675
2021-03-03,122.05999755859376,135.05357193382582
2021-03-04,120.12999725341795,135.24878273172118
2021-03-05,121.41999816894531,135.44427569361318
2021-03-08,116.36000061035156,135.64005122735077
